Sorted by #instances in descending order.
diff of #instances	diff of #bytes	class name
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_INVALIDATE
0					0				com.gemstone.org.jgroups.protocols.TpHeader
0					0				com.gemstone.gemfire.internal.cache.control.InternalResourceManager$1
0					0				com.gemstone.gemfire.internal.concurrent.AtomicIntegerArray5
0					0				com.gemstone.gemfire.distributed.internal.PooledExecutorWithDMStats$1
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$40
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$8
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$MembershipListenersLock
0					0				com.gemstone.gemfire.internal.cache.GemFireCacheImpl$Stopper
0					0				com.gemstone.org.jgroups.protocols.FD$Monitor
0					0				sun.util.calendar.Gregorian
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats$10
0					0				com.gemstone.gemfire.internal.cache.control.MemoryEventType$5
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_CLEAR
0					0				java.util.regex.Pattern$CharPropertyNames$13
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$7$1
0					0				com.gemstone.gemfire.internal.jta.TransactionManagerImpl$TransactionTimeOutThread
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$21
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$19
0					0				java.util.concurrent.TimeUnit$6
0					0				com.gemstone.gemfire.internal.size.SizeClassOnceObjectSizer
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$10
0					0				com.gemstone.gemfire.internal.cache.tier.sockets.CacheServerStats$1
0					0				com.gemstone.gemfire.internal.jta.UserTransactionImpl
0					0				com.gemstone.gemfire.internal.StatSamplerStats
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$7
0					0				java.net.Inet6AddressImpl
0					0				[Lcom.gemstone.gemfire.cache.TransactionListener;
0					0				com.sun.management.OperatingSystem
0					0				com.gemstone.gemfire.internal.cache.control.ResourceManagerStats
0					0				java.nio.charset.CoderResult$1
0					0				java.io.ObjectStreamClass$ClassDataSlot
0					0				java.util.regex.Pattern$Dollar
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$1
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$29
0					0				com.gemstone.gemfire.distributed.internal.DistributionChannel
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGISTER_INSTANTIATOR
0					0				java.util.regex.Pattern$CharPropertyNames$12
0					0				java.util.Currency
0					0				com.gemstone.gemfire.internal.cache.PartitionedRegionDataView
0					0				java.util.concurrent.TimeUnit$7
0					0				java.nio.charset.CoderResult$2
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$9
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$20
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$26
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$32
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$41
0					0				java.nio.Bits$1
0					0				com.gemstone.gemfire.internal.cache.Token$Removed
0					0				com.sun.org.apache.xerces.internal.impl.dv.dtd.NOTATIONDatatypeValidator
0					0				java.util.ResourceBundle$Control
0					0				com.gemstone.gemfire.SystemFailure$3
0					0				sun.reflect.ReflectionFactory
0					0				java.lang.Runtime
0					0				com.gemstone.gemfire.internal.concurrent.CF6Impl
0					0				com.gemstone.gemfire.SystemFailure$1
0					0				com.gemstone.gemfire.internal.cache.Token$Destroyed
0					0				java.lang.System$2
0					0				java.util.concurrent.ThreadPoolExecutor$CallerRunsPolicy
0					0				com.gemstone.gemfire.distributed.internal.membership.jgroup.JGroupMembershipManager$EventProcessingLock
0					0				java.net.UnknownContentHandler
0					0				com.gemstone.gemfire.internal.cache.VMThinRegionEntry$1
0					0				com.sun.org.apache.xerces.internal.impl.dv.dtd.NMTOKENDatatypeValidator
0					0				sun.util.resources.LocaleData$LocaleDataResourceBundleControl
0					0				java.security.ProtectionDomain$2
0					0				sun.misc.ASCIICaseInsensitiveComparator
0					0				com.gemstone.gemfire.distributed.internal.deadlock.DLockDependencyMonitor
0					0				sun.nio.ch.WindowsSelectorProvider
0					0				com.sun.org.apache.xerces.internal.utils.SecuritySupport
0					0				java.io.DeleteOnExitHook$1
0					0				com.gemstone.gemfire.internal.cache.Token$Removed2
0					0				com.gemstone.gemfire.internal.tools.gfsh.command.CommandExecLoaderListener
0					0				com.gemstone.gemfire.internal.cache.GridAdvisor$2
0					0				com.gemstone.gemfire.cache.server.internal.ConnectionCountProbe
0					0				com.gemstone.gemfire.distributed.internal.InternalDistributedSystem$5
0					0				com.gemstone.gemfire.SystemFailure$4
0					0				com.gemstone.gemfire.distributed.internal.membership.jgroup.JGroupMembershipManager$ViewLock
0					0				java.lang.Terminator$1
0					0				com.gemstone.gemfire.internal.cache.PartitionedRegionHelper$MemberFailureListener
0					0				com.sun.org.apache.xerces.internal.impl.dv.dtd.StringDatatypeValidator
0					0				com.gemstone.gemfire.internal.tools.gfsh.aggregator.AggregatorPartitionFunction
0					0				java.lang.reflect.ReflectAccess
0					0				sun.net.DefaultProgressMeteringPolicy
0					0				com.gemstone.gemfire.cache.client.internal.QueueManagerImpl$QSizeComparator
0					0				com.gemstone.gemfire.internal.cache.ProxyRegionMap$ProxyRegionEntry
0					0				com.gemstone.gemfire.internal.jndi.NameParserImpl
0					0				com.gemstone.gemfire.internal.cache.GridAdvisor$1
0					0				com.gemstone.gemfire.internal.jta.TransactionManagerImpl$GlobalTransactionComparator
0					0				com.gemstone.gemfire.distributed.internal.membership.jgroup.JGroupMemberFactory
0					0				java.security.AccessControlContext$1
0					0				sun.reflect.GeneratedConstructorAccessor1
0					0				java.util.Collections$EmptySet
0					0				com.gemstone.gemfire.internal.cache.tier.InternalBridgeMembership$5
0					0				com.gemstone.gemfire.distributed.internal.locks.DLockService$1
0					0				sun.reflect.GeneratedSerializationConstructorAccessor3
0					0				sun.nio.ch.FileDispatcher
0					0				com.gemstone.gemfire.internal.cache.Token$EndOfStream
0					0				sun.reflect.GeneratedConstructorAccessor4
0					0				com.gemstone.gemfire.internal.cache.tier.InternalBridgeMembership$1
0					0				java.io.File$1
0					0				java.lang.ref.Reference$Lock
0					0				com.gemstone.gemfire.internal.cache.FixedPartitionAttributesListener
0					0				com.sun.org.apache.xerces.internal.impl.dv.dtd.IDDatatypeValidator
0					0				com.gemstone.gemfire.internal.cache.VMStatsRegionEntry$1
0					0				sun.misc.Launcher$Factory
0					0				java.lang.ProcessEnvironment$NameComparator
0					0				sun.net.www.protocol.file.Handler
0					0				sun.reflect.GeneratedSerializationConstructorAccessor5
0					0				com.gemstone.org.jgroups.util.GemFireTracer
0					0				sun.reflect.GeneratedConstructorAccessor3
0					0				com.gemstone.gemfire.internal.cache.PRContainsValueFunction
0					0				sun.reflect.GeneratedConstructorAccessor2
0					0				com.gemstone.gemfire.internal.cache.PartitionedRegion$4
0					0				java.lang.ApplicationShutdownHooks$1
0					0				com.gemstone.gemfire.internal.cache.TXEntryState$1
0					0				java.net.InetAddress$1
0					0				com.gemstone.gemfire.internal.admin.ClientHealthMonitoringRegion$1
0					0				com.gemstone.gemfire.internal.size.ReflectionObjectSizer$1
0					0				java.net.URLClassLoader$7
0					0				java.util.jar.JavaUtilJarAccessImpl
0					0				javax.xml.parsers.SecuritySupport
0					0				com.sun.org.apache.xerces.internal.impl.dv.dtd.IDREFDatatypeValidator
0					0				sun.misc.Unsafe
0					0				com.gemstone.gemfire.internal.cache.NotAvailable
0					0				com.gemstone.gemfire.internal.size.ReflectionObjectSizer
0					0				java.lang.ProcessEnvironment$EntryComparator
0					0				sun.security.provider.NativeSeedGenerator
0					0				com.gemstone.gemfire.internal.cache.control.InternalResourceManager$ResourceObserverAdapter
0					0				sun.net.www.protocol.jar.JarFileFactory
0					0				com.gemstone.gemfire.distributed.internal.locks.DummyDLockStats
0					0				com.gemstone.gemfire.internal.cache.control.InternalResourceManager$DummyMemoryPoolMXBean
0					0				java.util.Collections$ReverseComparator
0					0				com.gemstone.gemfire.internal.cache.Token$LocalInvalid
0					0				sun.reflect.GeneratedSerializationConstructorAccessor1
0					0				java.util.Hashtable$EmptyIterator
0					0				com.gemstone.gemfire.distributed.internal.locks.DLockService$SuspendLockingToken
0					0				sun.reflect.GeneratedSerializationConstructorAccessor4
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$MembersLock
0					0				sun.reflect.GeneratedSerializationConstructorAccessor6
0					0				java.util.Hashtable$EmptyEnumerator
0					0				java.lang.String$CaseInsensitiveComparator
0					0				java.util.concurrent.ThreadPoolExecutor$AbortPolicy
0					0				com.gemstone.gemfire.internal.cache.partitioned.SizedBasedLoadProbe
0					0				com.gemstone.gemfire.internal.cache.Token$Invalid
0					0				java.util.regex.Pattern$CharPropertyNames$5
-1					-32				java.util.LinkedHashMap$Entry
-1					-48				java.net.Inet6Address
-1					-104			sun.nio.ch.SocketChannelImpl
-1					-16				java.util.concurrent.atomic.AtomicInteger
-1					-24				java.io.FileDescriptor
-1					-24				[Ljava.net.InetAddress;
-1					-120			sun.nio.ch.WindowsSelectorImpl
-1					-24				java.net.InetSocketAddress
-1					-16				java.nio.channels.spi.AbstractInterruptibleChannel$1
-1					-48				sun.nio.ch.SourceChannelImpl
-1					-48				[Lsun.nio.ch.SelectionKeyImpl;
-1					-48				sun.nio.ch.SinkChannelImpl
-1					-16				java.util.concurrent.atomic.AtomicBoolean
-1					-40				sun.nio.ch.WindowsSelectorImpl$FdMap
-1					-32				sun.nio.ch.WindowsSelectorImpl$SubSelector
-1					-24				sun.nio.ch.WindowsSelectorImpl$FinishLock
-1					-24				sun.nio.ch.AllocatedNativeObject
-1					-24				sun.nio.ch.PollArrayWrapper
-1					-24				sun.nio.ch.WindowsSelectorImpl$StartLock
-1					-16				sun.nio.ch.Util$2
-1					-16				sun.nio.ch.PipeImpl
-1					-16				sun.nio.ch.Util$SelectorWrapper
-1					-16				sun.nio.ch.Util$SelectorWrapper$Closer
-2					-48				sun.reflect.NativeConstructorAccessorImpl
-2					-48				java.net.InetAddress$CacheEntry
-8					-384			java.util.ResourceBundle$CacheKey
-8					-320			java.util.ResourceBundle$BundleReference
-8					-256			java.util.ResourceBundle$LoaderReference
